"publ_id";"cite_key"
152484;"conf/sigmod/Jagadish90"
152484;"conf/sigmod/KornJF97"
152484;"conf/sigmod/LiptonNS90"
152484;"conf/sigmod/LiRS93"
152484;"conf/sigmod/MuralikrishnaD88"
152484;"conf/sigmod/OlkenRX90"
152484;"conf/sigmod/Piatetsky-ShapiroC84"
152484;"conf/sigmod/PoosalaIHS96"
152484;"conf/sigmod/Robinson81"
152484;"conf/sigmod/ZhangRL96"
152484;"conf/ssd/EsterKX95"
152484;"conf/ssdbm/Haas97"
152484;"conf/trec/Dumais94"
152484;"conf/vldb/Antoshenkov92"
152484;"conf/vldb/BerchtoldKK96"
152484;"conf/vldb/DeWittNSS92"
152484;"conf/vldb/GibbonsMP97"
152484;"conf/vldb/HaasNSS95"
152484;"conf/vldb/HellersteinNP95"
152484;"conf/vldb/Ioannidis93"
152484;"conf/vldb/NgH94"
152484;"conf/vldb/OlkenR86"
152484;"conf/vldb/OlkenR89"
152484;"conf/vldb/PoosalaI96"
152484;"conf/vldb/PoosalaI97"
152484;"conf/vldb/SellisRF87"
152484;"conf/vldb/WangYM97"
152484;"journals/acta/BayerM72"
152484;"journals/acta/FinkelB74"
152484;"journals/cacm/Bentley75"
152484;"journals/cacm/FoltzD92"
152484;"journals/cj/ErnvallN82"
152484;"journals/csur/Comer79"
152484;"journals/csur/GaedeG98"
152484;"journals/csur/ManninoCS88"
